"","Chestnut_contig","gene_number"
"5445","contig0005775",4
"5446","contig0005776",4
"5447","contig0005777",1
"5448","contig0005778",2
"5449","contig0005779",1
"5450","contig0005780",1
"5451","contig0005781",1
"5452","contig0005783",1
"5453","contig0005784",3
"5454","contig0005785",3
"5455","contig0005786",2
"5456","contig0005788",2
"5457","contig0005789",5
"5458","contig0005790",4
"5459","contig0005791",5
"5460","contig0005793",2
"5461","contig0005794",1
"5462","contig0005795",3
"5463","contig0005796",2
"5464","contig0005798",4
"5465","contig0005799",2
"5466","contig0005800",1
"5467","contig0005801",1
"5468","contig0005802",1
"5469","contig0005803",2
"5470","contig0005804",1
"5471","contig0005805",2
"5472","contig0005806",4
"5473","contig0005807",5
"5474","contig0005808",2
"5475","contig0005809",1
"5476","contig0005810",2
"5477","contig0005811",4
"5478","contig0005812",3
"5479","contig0005813",2
"5480","contig0005814",1
"5481","contig0005815",3
"5482","contig0005816",3
"5483","contig0005817",1
"5484","contig0005818",1
"5485","contig0005820",3
"5486","contig0005821",1
"5487","contig0005822",5
"5488","contig0005823",2
"5489","contig0005824",1
"5490","contig0005825",1
"5491","contig0005826",4
"5492","contig0005827",3
"5493","contig0005828",1
"5494","contig0005829",2
"5495","contig0005830",2
"5496","contig0005831",1
"5497","contig0005832",4
"5498","contig0005834",2
"5499","contig0005835",3
"5500","contig0005836",5
"5501","contig0005837",1
"5502","contig0005840",2
"5503","contig0005841",1
"5504","contig0005842",7
"5505","contig0005843",6
"5506","contig0005844",3
"5507","contig0005845",3
"5508","contig0005846",4
"5509","contig0005847",6
"5510","contig0005848",3
"5511","contig0005849",3
"5512","contig0005850",2
"5513","contig0005851",4
"5514","contig0005852",3
"5515","contig0005853",1
"5516","contig0005854",1
"5517","contig0005855",6
"5518","contig0005856",2
"5519","contig0005857",5
"5520","contig0005859",5
"5521","contig0005860",1
"5522","contig0005861",3
"5523","contig0005862",5
"5524","contig0005864",1
"5525","contig0005865",4
"5526","contig0005866",3
"5527","contig0005867",2
"5528","contig0005869",5
"5529","contig0005870",5
"5530","contig0005871",1
"5531","contig0005872",2
"5532","contig0005873",7
"5533","contig0005874",2
"5534","contig0005875",3
"5535","contig0005876",1
"5536","contig0005877",3
"5537","contig0005878",1
"5538","contig0005879",2
"5539","contig0005881",2
"5540","contig0005882",3
"5541","contig0005883",5
"5542","contig0005884",5
"5543","contig0005885",6
"5544","contig0005886",5
"5545","contig0005887",1
"5546","contig0005888",2
"5547","contig0005889",8
"5548","contig0005891",2
"5549","contig0005894",4
"5550","contig0005895",2
"5551","contig0005896",1
"5552","contig0005897",4
"5553","contig0005898",2
"5554","contig0005899",2
"5555","contig0005900",3
"5556","contig0005901",7
"5557","contig0005902",1
"5558","contig0005903",3
"5559","contig0005904",2
"5560","contig0005905",2
"5561","contig0005906",1
"5562","contig0005907",2
"5563","contig0005908",3
"5564","contig0005910",4
"5565","contig0005911",1
"5566","contig0005912",3
"5567","contig0005913",3
"5568","contig0005914",1
"5569","contig0005915",3
"5570","contig0005916",5
"5571","contig0005917",2
"5572","contig0005918",3
"5573","contig0005919",4
"5574","contig0005920",2
"5575","contig0005921",4
"5576","contig0005923",3
"5577","contig0005924",4
"5578","contig0005925",3
"5579","contig0005926",1
"5580","contig0005927",2
"5581","contig0005928",7
"5582","contig0005929",1
"5583","contig0005930",1
"5584","contig0005931",1
"5585","contig0005933",4
"5586","contig0005934",4
"5587","contig0005935",2
"5588","contig0005936",5
"5589","contig0005937",4
"5590","contig0005938",1
"5591","contig0005940",3
"5592","contig0005941",2
"5593","contig0005942",7
"5594","contig0005943",4
"5595","contig0005944",3
"5596","contig0005945",3
"5597","contig0005946",1
"5598","contig0005947",6
"5599","contig0005948",4
"5600","contig0005949",4
"5601","contig0005950",2
"5602","contig0005951",3
"5603","contig0005952",2
"5604","contig0005953",1
"5605","contig0005954",2
"5606","contig0005955",1
"5607","contig0005956",1
"5608","contig0005957",3
"5609","contig0005959",5
"5610","contig0005960",4
"5611","contig0005961",2
"5612","contig0005962",1
"5613","contig0005963",3
"5614","contig0005964",3
"5615","contig0005965",3
"5616","contig0005966",3
"5617","contig0005967",5
"5618","contig0005968",1
"5619","contig0005969",2
"5620","contig0005970",2
"5621","contig0005972",2
"5622","contig0005973",2
"5623","contig0005974",3
"5624","contig0005975",3
"5625","contig0005976",2
"5626","contig0005977",3
"5627","contig0005978",1
"5628","contig0005980",1
"5629","contig0005981",3
"5630","contig0005982",1
"5631","contig0005983",1
"5632","contig0005984",1
"5633","contig0005985",3
"5634","contig0005986",4
"5635","contig0005987",1
"5636","contig0005988",3
"5637","contig0005989",1
"5638","contig0005990",4
"5639","contig0005991",3
"5640","contig0005992",4
"5641","contig0005993",3
"5642","contig0005994",1
"5643","contig0005995",3
"5644","contig0005996",5
"5645","contig0005997",3
"5646","contig0005998",4
"5647","contig0005999",3
"5648","contig0006000",3
"5649","contig0006001",1
"5650","contig0006002",4
"5651","contig0006003",4
"5652","contig0006004",2
"5653","contig0006005",4
"5654","contig0006006",3
"5655","contig0006007",5
"5656","contig0006008",1
"5657","contig0006009",1
"5658","contig0006010",2
"5659","contig0006011",4
"5660","contig0006012",2
"5661","contig0006013",1
"5662","contig0006014",1
"5663","contig0006017",1
"5664","contig0006018",1
"5665","contig0006019",3
"5666","contig0006020",2
"5667","contig0006021",2
"5668","contig0006022",4
"5669","contig0006023",3
"5670","contig0006024",2
"5671","contig0006025",1
"5672","contig0006026",1
"5673","contig0006027",3
"5674","contig0006028",1
"5675","contig0006029",2
"5676","contig0006030",1
"5677","contig0006031",3
"5678","contig0006032",3
"5679","contig0006033",3
"5680","contig0006034",4
"5681","contig0006035",2
"5682","contig0006036",4
"5683","contig0006037",2
"5684","contig0006038",5
"5685","contig0006039",1
"5686","contig0006040",2
"5687","contig0006041",3
"5688","contig0006042",2
"5689","contig0006043",3
"5690","contig0006044",3
"5691","contig0006045",5
"5692","contig0006046",3
"5693","contig0006047",4
"5694","contig0006048",2
"5695","contig0006049",3
"5696","contig0006050",3
"5697","contig0006051",3
"5698","contig0006052",2
"5699","contig0006053",1
"5700","contig0006054",2
"5701","contig0006055",2
"5702","contig0006056",2
"5703","contig0006057",1
"5704","contig0006058",1
"5705","contig0006059",1
"5706","contig0006060",3
"5707","contig0006061",1
"5708","contig0006062",3
"5709","contig0006063",4
"5710","contig0006064",1
"5711","contig0006065",3
"5712","contig0006066",1
"5713","contig0006067",1
"5714","contig0006068",2
"5715","contig0006069",3
"5716","contig0006070",5
"5717","contig0006071",1
"5718","contig0006072",3
"5719","contig0006073",5
"5720","contig0006074",1
"5721","contig0006075",3
"5722","contig0006076",3
"5723","contig0006077",6
"5724","contig0006078",2
"5725","contig0006079",2
"5726","contig0006080",1
"5727","contig0006081",3
"5728","contig0006082",3
"5729","contig0006083",1
"5730","contig0006084",2
"5731","contig0006085",1
"5732","contig0006086",3
"5733","contig0006087",3
"5734","contig0006088",6
"5735","contig0006089",4
"5736","contig0006090",3
"5737","contig0006091",5
"5738","contig0006092",2
"5739","contig0006093",4
"5740","contig0006094",4
"5741","contig0006095",3
"5742","contig0006096",6
"5743","contig0006098",2
"5744","contig0006099",4
"5745","contig0006100",5
"5746","contig0006101",3
"5747","contig0006102",2
"5748","contig0006103",2
"5749","contig0006104",4
"5750","contig0006105",6
"5751","contig0006106",3
"5752","contig0006107",1
"5753","contig0006108",3
"5754","contig0006109",1
"5755","contig0006110",1
"5756","contig0006111",2
"5757","contig0006112",2
"5758","contig0006113",2
"5759","contig0006114",1
"5760","contig0006115",3
"5761","contig0006116",1
"5762","contig0006117",3
"5763","contig0006118",1
"5764","contig0006119",1
"5765","contig0006121",1
"5766","contig0006122",2
"5767","contig0006123",1
"5768","contig0006124",2
"5769","contig0006125",3
"5770","contig0006126",1
"5771","contig0006127",3
"5772","contig0006128",6
"5773","contig0006129",1
"5774","contig0006130",4
"5775","contig0006131",2
"5776","contig0006133",2
"5777","contig0006134",2
"5778","contig0006135",4
"5779","contig0006136",1
"5780","contig0006137",3
"5781","contig0006138",6
"5782","contig0006139",5
"5783","contig0006140",2
"5784","contig0006141",3
"5785","contig0006142",3
"5786","contig0006143",2
"5787","contig0006144",2
"5788","contig0006145",1
"5789","contig0006146",3
"5790","contig0006147",2
"5791","contig0006148",1
"5792","contig0006149",1
"5793","contig0006150",1
"5794","contig0006151",1
"5795","contig0006152",3
"5796","contig0006153",4
"5797","contig0006154",1
"5798","contig0006155",1
"5799","contig0006157",3
"5800","contig0006158",5
"5801","contig0006159",3
"5802","contig0006160",4
"5803","contig0006161",3
"5804","contig0006162",2
"5805","contig0006163",4
"5806","contig0006164",2
"5807","contig0006165",6
"5808","contig0006166",1
"5809","contig0006167",3
"5810","contig0006168",3
"5811","contig0006169",7
"5812","contig0006170",2
"5813","contig0006172",2
"5814","contig0006173",2
"5815","contig0006174",7
"5816","contig0006175",3
"5817","contig0006176",3
"5818","contig0006177",2
"5819","contig0006178",5
"5820","contig0006179",1
"5821","contig0006180",5
"5822","contig0006181",5
"5823","contig0006182",1
"5824","contig0006183",2
"5825","contig0006184",1
"5826","contig0006185",2
"5827","contig0006186",2
"5828","contig0006188",1
"5829","contig0006189",2
"5830","contig0006190",3
"5831","contig0006191",2
"5832","contig0006192",2
"5833","contig0006193",2
"5834","contig0006194",4
"5835","contig0006195",3
"5836","contig0006196",1
"5837","contig0006197",2
"5838","contig0006198",4
"5839","contig0006199",1
"5840","contig0006201",2
"5841","contig0006202",3
"5842","contig0006203",5
"5843","contig0006206",1
"5844","contig0006207",3
"5845","contig0006208",3
"5846","contig0006209",2
"5847","contig0006210",1
"5848","contig0006211",2
"5849","contig0006212",3
"5850","contig0006213",5
"5851","contig0006214",1
"5852","contig0006216",3
"5853","contig0006217",2
"5854","contig0006218",1
"5855","contig0006219",3
"5856","contig0006220",2
"5857","contig0006221",7
"5858","contig0006222",2
"5859","contig0006223",2
"5860","contig0006224",1
"5861","contig0006225",2
"5862","contig0006226",5
"5863","contig0006227",1
"5864","contig0006228",1
"5865","contig0006229",3
"5866","contig0006230",2
"5867","contig0006231",3
"5868","contig0006232",3
"5869","contig0006234",4
"5870","contig0006235",2
"5871","contig0006236",1
"5872","contig0006238",2
"5873","contig0006241",3
"5874","contig0006242",4
"5875","contig0006244",1
"5876","contig0006245",2
"5877","contig0006246",5
"5878","contig0006247",2
"5879","contig0006248",2
"5880","contig0006249",2
"5881","contig0006251",3
"5882","contig0006252",2
"5883","contig0006253",3
"5884","contig0006254",12
"5885","contig0006255",3
"5886","contig0006256",3
"5887","contig0006257",4
"5888","contig0006258",2
"5889","contig0006259",2
"5890","contig0006260",2
"5891","contig0006261",3
"5892","contig0006262",1
"5893","contig0006265",1
"5894","contig0006266",4
"5895","contig0006267",4
"5896","contig0006268",3
"5897","contig0006269",3
"5898","contig0006270",4
"5899","contig0006271",3
"5900","contig0006272",1
"5901","contig0006273",2
"5902","contig0006274",2
"5903","contig0006275",6
"5904","contig0006276",2
"5905","contig0006277",4
"5906","contig0006278",2
"5907","contig0006279",4
"5908","contig0006280",1
"5909","contig0006281",2
"5910","contig0006282",3
"5911","contig0006283",2
"5912","contig0006284",1
"5913","contig0006285",3
"5914","contig0006286",2
"5915","contig0006287",1
"5916","contig0006288",1
"5917","contig0006289",2
"5918","contig0006290",2
"5919","contig0006292",3
"5920","contig0006293",1
"5921","contig0006294",1
"5922","contig0006295",3
"5923","contig0006296",1
"5924","contig0006297",1
"5925","contig0006298",3
"5926","contig0006299",2
"5927","contig0006300",3
"5928","contig0006301",1
"5929","contig0006302",1
"5930","contig0006303",9
"5931","contig0006304",2
"5932","contig0006305",1
"5933","contig0006306",1
"5934","contig0006308",3
"5935","contig0006309",2
"5936","contig0006310",2
"5937","contig0006311",1
"5938","contig0006312",1
"5939","contig0006313",3
"5940","contig0006314",2
"5941","contig0006315",1
"5942","contig0006317",3
"5943","contig0006318",3
"5944","contig0006319",2
"5945","contig0006323",3
"5946","contig0006324",4
"5947","contig0006325",1
"5948","contig0006326",1
"5949","contig0006327",2
"5950","contig0006328",1
"5951","contig0006329",3
"5952","contig0006330",3
"5953","contig0006331",3
"5954","contig0006332",1
"5955","contig0006333",2
"5956","contig0006334",4
"5957","contig0006335",1
"5958","contig0006336",4
"5959","contig0006338",1
"5960","contig0006339",3
"5961","contig0006340",3
"5962","contig0006341",1
"5963","contig0006343",3
"5964","contig0006344",4
"5965","contig0006345",3
"5966","contig0006346",3
"5967","contig0006347",2
"5968","contig0006348",1
"5969","contig0006349",1
"5970","contig0006351",1
"5971","contig0006352",3
"5972","contig0006353",3
"5973","contig0006354",4
"5974","contig0006355",3
"5975","contig0006357",1
"5976","contig0006358",3
"5977","contig0006359",2
"5978","contig0006361",1
"5979","contig0006362",5
"5980","contig0006363",2
"5981","contig0006364",1
"5982","contig0006365",1
"5983","contig0006366",5
"5984","contig0006368",2
"5985","contig0006369",1
"5986","contig0006370",2
"5987","contig0006371",3
"5988","contig0006372",5
"5989","contig0006373",1
"5990","contig0006374",2
"5991","contig0006375",3
"5992","contig0006376",3
"5993","contig0006377",4
"5994","contig0006378",3
"5995","contig0006381",3
"5996","contig0006382",2
"5997","contig0006383",3
"5998","contig0006384",2
"5999","contig0006385",2
"6000","contig0006386",2
"6001","contig0006387",3
"6002","contig0006388",1
"6003","contig0006389",2
"6004","contig0006390",3
"6005","contig0006391",2
"6006","contig0006392",1
"6007","contig0006393",4
"6008","contig0006394",2
"6009","contig0006395",2
"6010","contig0006396",4
"6011","contig0006397",1
"6012","contig0006398",3
"6013","contig0006399",4
"6014","contig0006400",5
"6015","contig0006401",2
"6016","contig0006402",2
"6017","contig0006403",4
"6018","contig0006404",1
"6019","contig0006406",4
"6020","contig0006407",4
"6021","contig0006408",5
"6022","contig0006409",2
"6023","contig0006410",2
"6024","contig0006411",5
"6025","contig0006413",2
"6026","contig0006414",5
"6027","contig0006415",2
"6028","contig0006416",4
"6029","contig0006418",3
"6030","contig0006419",2
"6031","contig0006420",3
"6032","contig0006421",2
"6033","contig0006422",2
"6034","contig0006423",3
"6035","contig0006424",2
"6036","contig0006425",1
"6037","contig0006426",2
"6038","contig0006427",2
"6039","contig0006428",3
"6040","contig0006429",1
"6041","contig0006430",1
"6042","contig0006431",2
"6043","contig0006432",6
"6044","contig0006434",3
"6045","contig0006435",2
"6046","contig0006436",1
"6047","contig0006437",1
"6048","contig0006438",1
"6049","contig0006439",2
"6050","contig0006440",2
"6051","contig0006441",1
"6052","contig0006442",2
"6053","contig0006443",4
"6054","contig0006444",1
"6055","contig0006445",4
"6056","contig0006446",2
"6057","contig0006447",2
"6058","contig0006448",5
"6059","contig0006450",3
"6060","contig0006451",1
"6061","contig0006452",4
"6062","contig0006453",4
"6063","contig0006454",2
"6064","contig0006455",2
"6065","contig0006456",5
"6066","contig0006457",4
"6067","contig0006458",3
"6068","contig0006459",4
"6069","contig0006462",2
"6070","contig0006463",3
"6071","contig0006464",4
"6072","contig0006465",3
"6073","contig0006466",3
"6074","contig0006467",3
"6075","contig0006468",3
"6076","contig0006470",3
"6077","contig0006471",5
"6078","contig0006472",3
"6079","contig0006473",5
"6080","contig0006474",2
"6081","contig0006475",4
"6082","contig0006476",3
"6083","contig0006477",3
"6084","contig0006478",1
"6085","contig0006479",4
"6086","contig0006480",2
"6087","contig0006481",4
"6088","contig0006483",4
"6089","contig0006484",2
"6090","contig0006485",1
"6091","contig0006487",2
"6092","contig0006488",4
"6093","contig0006489",1
"6094","contig0006490",2
"6095","contig0006491",2
"6096","contig0006492",5
"6097","contig0006493",3
"6098","contig0006494",2
"6099","contig0006496",2
"6100","contig0006498",4
"6101","contig0006499",1
"6102","contig0006500",2
"6103","contig0006501",6
"6104","contig0006502",1
"6105","contig0006503",5
"6106","contig0006504",1
"6107","contig0006505",3
"6108","contig0006507",6
"6109","contig0006508",4
"6110","contig0006509",4
"6111","contig0006510",2
"6112","contig0006511",3
"6113","contig0006512",2
"6114","contig0006513",2
"6115","contig0006514",1
"6116","contig0006515",1
"6117","contig0006516",4
"6118","contig0006517",2
"6119","contig0006519",6
"6120","contig0006520",2
"6121","contig0006521",2
"6122","contig0006522",5
"6123","contig0006523",3
"6124","contig0006524",1
"6125","contig0006525",2
"6126","contig0006526",2
"6127","contig0006527",3
"6128","contig0006528",1
"6129","contig0006529",1
"6130","contig0006530",3
"6131","contig0006531",2
"6132","contig0006532",3
"6133","contig0006533",5
"6134","contig0006534",1
"6135","contig0006535",1
"6136","contig0006536",2
"6137","contig0006539",5
"6138","contig0006540",1
"6139","contig0006541",3
"6140","contig0006542",2
"6141","contig0006543",3
"6142","contig0006544",2
"6143","contig0006545",1
"6144","contig0006546",1
"6145","contig0006547",2
"6146","contig0006548",3
"6147","contig0006549",4
"6148","contig0006550",1
"6149","contig0006551",2
"6150","contig0006552",2
"6151","contig0006553",4
"6152","contig0006554",3
"6153","contig0006555",2
"6154","contig0006556",6
"6155","contig0006557",3
"6156","contig0006558",4
"6157","contig0006559",2
"6158","contig0006560",5
"6159","contig0006561",2
"6160","contig0006563",2
"6161","contig0006564",1
"6162","contig0006565",1
"6163","contig0006566",2
"6164","contig0006567",3
"6165","contig0006568",2
"6166","contig0006570",2
"6167","contig0006572",4
"6168","contig0006573",3
"6169","contig0006574",2
"6170","contig0006575",2
"6171","contig0006576",1
"6172","contig0006577",1
"6173","contig0006578",7
"6174","contig0006579",3
"6175","contig0006580",3
"6176","contig0006581",2
"6177","contig0006582",4
"6178","contig0006583",1
"6179","contig0006584",1
"6180","contig0006585",4
"6181","contig0006586",1
"6182","contig0006587",2
"6183","contig0006588",4
"6184","contig0006589",4
"6185","contig0006590",3
"6186","contig0006591",2
"6187","contig0006592",2
"6188","contig0006593",1
"6189","contig0006595",3
"6190","contig0006596",1
"6191","contig0006597",1
"6192","contig0006598",2
"6193","contig0006599",2
"6194","contig0006600",1
"6195","contig0006601",1
"6196","contig0006604",2
"6197","contig0006605",2
"6198","contig0006606",2
"6199","contig0006607",2
"6200","contig0006609",3
"6201","contig0006610",7
"6202","contig0006611",2
"6203","contig0006612",4
"6204","contig0006613",2
"6205","contig0006614",2
"6206","contig0006615",1
"6207","contig0006616",2
"6208","contig0006617",2
"6209","contig0006618",3
"6210","contig0006619",1
"6211","contig0006620",1
"6212","contig0006622",2
"6213","contig0006623",1
"6214","contig0006624",1
"6215","contig0006625",4
"6216","contig0006626",2
"6217","contig0006627",2
"6218","contig0006628",2
"6219","contig0006629",2
"6220","contig0006630",1
"6221","contig0006631",3
"6222","contig0006632",4
"6223","contig0006633",3
"6224","contig0006634",2
"6225","contig0006635",1
"6226","contig0006636",2
"6227","contig0006637",1
"6228","contig0006639",4
"6229","contig0006640",3
"6230","contig0006641",3
"6231","contig0006642",3
"6232","contig0006643",1
"6233","contig0006644",4
"6234","contig0006645",3
"6235","contig0006647",2
"6236","contig0006648",3
"6237","contig0006649",1
"6238","contig0006650",3
"6239","contig0006651",3
"6240","contig0006653",4
"6241","contig0006654",4
"6242","contig0006655",2
"6243","contig0006656",2
"6244","contig0006657",3
"6245","contig0006658",1
"6246","contig0006660",2
"6247","contig0006661",3
"6248","contig0006662",1
"6249","contig0006663",4
"6250","contig0006664",1
"6251","contig0006665",1
"6252","contig0006667",2
"6253","contig0006668",2
"6254","contig0006669",1
"6255","contig0006670",1
"6256","contig0006671",1
"6257","contig0006672",2
"6258","contig0006673",2
"6259","contig0006674",2
"6260","contig0006675",2
"6261","contig0006676",2
"6262","contig0006677",1
"6263","contig0006678",3
"6264","contig0006679",2
"6265","contig0006680",2
"6266","contig0006683",4
"6267","contig0006687",2
"6268","contig0006688",2
"6269","contig0006689",1
"6270","contig0006690",1
"6271","contig0006691",3
"6272","contig0006693",2
"6273","contig0006694",2
"6274","contig0006695",1
"6275","contig0006696",3
"6276","contig0006697",3
"6277","contig0006698",2
"6278","contig0006699",3
"6279","contig0006700",3
"6280","contig0006701",4
"6281","contig0006703",1
"6282","contig0006704",2
"6283","contig0006705",4
"6284","contig0006706",1
"6285","contig0006707",2
"6286","contig0006708",3
"6287","contig0006709",2
"6288","contig0006710",2
"6289","contig0006711",3
"6290","contig0006712",1
"6291","contig0006713",3
"6292","contig0006714",2
"6293","contig0006715",2
"6294","contig0006717",1
"6295","contig0006719",1
"6296","contig0006720",2
"6297","contig0006721",3
"6298","contig0006722",3
"6299","contig0006723",3
"6300","contig0006724",3
"6301","contig0006725",1
"6302","contig0006726",1
"6303","contig0006727",3
"6304","contig0006728",2
"6305","contig0006729",1
"6306","contig0006730",3
"6307","contig0006731",3
"6308","contig0006733",7
"6309","contig0006734",1
"6310","contig0006735",2
"6311","contig0006736",2
"6312","contig0006737",1
"6313","contig0006738",1
"6314","contig0006739",1
"6315","contig0006740",1
"6316","contig0006741",2
"6317","contig0006742",1
"6318","contig0006743",4
"6319","contig0006744",1
"6320","contig0006745",3
"6321","contig0006746",2
"6322","contig0006747",3
"6323","contig0006748",1
"6324","contig0006749",2
"6325","contig0006750",2
"6326","contig0006751",2
"6327","contig0006753",3
"6328","contig0006754",2
"6329","contig0006755",1
"6330","contig0006756",3
"6331","contig0006758",5
"6332","contig0006759",3
"6333","contig0006760",4
"6334","contig0006761",1
"6335","contig0006762",3
"6336","contig0006763",4
"6337","contig0006764",4
"6338","contig0006765",1
"6339","contig0006766",2
"6340","contig0006767",2
"6341","contig0006768",1
"6342","contig0006769",5
"6343","contig0006770",2
"6344","contig0006772",3
"6345","contig0006773",3
"6346","contig0006774",2
"6347","contig0006775",2
"6348","contig0006776",6
"6349","contig0006777",4
"6350","contig0006778",1
"6351","contig0006779",3
"6352","contig0006780",2
"6353","contig0006781",1
"6354","contig0006782",2
"6355","contig0006783",1
"6356","contig0006784",1
"6357","contig0006785",1
"6358","contig0006786",4
"6359","contig0006787",2
"6360","contig0006788",2
"6361","contig0006789",2
"6362","contig0006790",4
"6363","contig0006791",3
"6364","contig0006792",3
"6365","contig0006793",3
"6366","contig0006794",2
"6367","contig0006795",4
"6368","contig0006796",2
"6369","contig0006797",5
"6370","contig0006798",4
"6371","contig0006799",2
"6372","contig0006800",2
"6373","contig0006802",1
"6374","contig0006803",1
"6375","contig0006804",1
"6376","contig0006806",3
"6377","contig0006807",5
"6378","contig0006808",2
"6379","contig0006809",1
"6380","contig0006810",2
"6381","contig0006811",1
"6382","contig0006812",4
"6383","contig0006813",1
"6384","contig0006815",2
"6385","contig0006817",2
"6386","contig0006818",2
"6387","contig0006819",2
"6388","contig0006820",3
"6389","contig0006821",3
"6390","contig0006822",2
"6391","contig0006824",4
"6392","contig0006825",1
"6393","contig0006826",2
"6394","contig0006827",3
"6395","contig0006828",2
"6396","contig0006829",1
"6397","contig0006830",1
"6398","contig0006831",2
"6399","contig0006832",4
"6400","contig0006833",4
"6401","contig0006834",4
"6402","contig0006836",1
"6403","contig0006837",5
"6404","contig0006838",2
"6405","contig0006839",2
"6406","contig0006840",3
"6407","contig0006841",3
"6408","contig0006842",1
"6409","contig0006843",5
"6410","contig0006844",2
"6411","contig0006846",3
"6412","contig0006847",2
"6413","contig0006848",2
"6414","contig0006849",2
"6415","contig0006850",3
"6416","contig0006851",3
"6417","contig0006852",2
"6418","contig0006853",2
"6419","contig0006854",1
"6420","contig0006856",5
"6421","contig0006857",2
"6422","contig0006858",4
"6423","contig0006859",4
"6424","contig0006860",5
"6425","contig0006861",3
"6426","contig0006863",3
"6427","contig0006864",3
"6428","contig0006865",2
"6429","contig0006866",1
"6430","contig0006867",1
"6431","contig0006868",5
"6432","contig0006869",1
"6433","contig0006870",1
"6434","contig0006871",2
"6435","contig0006872",2
"6436","contig0006873",3
"6437","contig0006874",2
"6438","contig0006875",1
"6439","contig0006876",2
"6440","contig0006877",2
"6441","contig0006878",1
"6442","contig0006880",4
"6443","contig0006881",3
"6444","contig0006882",2
"6445","contig0006884",2
"6446","contig0006885",4
"6447","contig0006886",2
"6448","contig0006887",2
"6449","contig0006888",6
"6450","contig0006889",2
"6451","contig0006890",2
"6452","contig0006891",2
"6453","contig0006894",1
"6454","contig0006895",1
"6455","contig0006896",1
"6456","contig0006897",2
"6457","contig0006898",3
"6458","contig0006900",4
"6459","contig0006901",1
"6460","contig0006902",1
"6461","contig0006904",1
"6462","contig0006905",3
"6463","contig0006906",3
"6464","contig0006907",3
"6465","contig0006908",1
"6466","contig0006909",5
"6467","contig0006910",2
"6468","contig0006911",1
"6469","contig0006913",6
"6470","contig0006914",2
"6471","contig0006915",1
"6472","contig0006916",2
"6473","contig0006917",6
"6474","contig0006920",2
"6475","contig0006922",7
"6476","contig0006923",1
"6477","contig0006924",1
"6478","contig0006925",4
"6479","contig0006926",4
"6480","contig0006927",2
"6481","contig0006928",2
"6482","contig0006929",3
"6483","contig0006930",4
"6484","contig0006931",2
"6485","contig0006932",4
"6486","contig0006933",2
"6487","contig0006934",2
"6488","contig0006935",1
"6489","contig0006936",2
"6490","contig0006938",3
"6491","contig0006939",2
"6492","contig0006940",2
"6493","contig0006941",3
"6494","contig0006942",1
"6495","contig0006943",3
"6496","contig0006944",2
"6497","contig0006945",1
"6498","contig0006946",2
"6499","contig0006948",1
"6500","contig0006949",3
"6501","contig0006950",3
"6502","contig0006951",2
"6503","contig0006953",1
"6504","contig0006954",3
"6505","contig0006955",5
"6506","contig0006956",2
"6507","contig0006957",2
"6508","contig0006958",2
"6509","contig0006959",2
"6510","contig0006961",1
"6511","contig0006962",2
"6512","contig0006963",2
"6513","contig0006964",2
"6514","contig0006965",4
"6515","contig0006966",1
"6516","contig0006968",3
"6517","contig0006969",1
"6518","contig0006970",3
"6519","contig0006971",9
"6520","contig0006972",3
"6521","contig0006973",1
"6522","contig0006974",1
"6523","contig0006975",1
"6524","contig0006976",3
"6525","contig0006977",3
"6526","contig0006978",2
"6527","contig0006979",1
"6528","contig0006980",2
"6529","contig0006981",4
"6530","contig0006982",2
"6531","contig0006983",3
"6532","contig0006984",4
"6533","contig0006986",2
"6534","contig0006987",2
"6535","contig0006988",3
"6536","contig0006990",3
"6537","contig0006991",1
"6538","contig0006992",2
"6539","contig0006994",2
"6540","contig0006997",2
"6541","contig0006998",1
"6542","contig0006999",2
"6543","contig0007000",2
"6544","contig0007001",5
"6545","contig0007002",1
"6546","contig0007005",2
"6547","contig0007006",2
"6548","contig0007008",1
"6549","contig0007009",2
"6550","contig0007010",1
"6551","contig0007011",2
"6552","contig0007012",2
"6553","contig0007013",1
"6554","contig0007014",12
"6555","contig0007015",1
"6556","contig0007016",3
"6557","contig0007018",2
"6558","contig0007021",1
"6559","contig0007023",2
"6560","contig0007024",1
"6561","contig0007025",3
"6562","contig0007026",2
"6563","contig0007027",2
"6564","contig0007029",2
"6565","contig0007030",3
"6566","contig0007031",1
"6567","contig0007032",2
"6568","contig0007033",2
"6569","contig0007036",1
"6570","contig0007037",2
"6571","contig0007038",2
"6572","contig0007039",2
"6573","contig0007042",3
"6574","contig0007043",3
"6575","contig0007044",1
"6576","contig0007045",2
"6577","contig0007046",3
"6578","contig0007049",2
"6579","contig0007052",2
"6580","contig0007054",2
"6581","contig0007057",3
"6582","contig0007058",3
"6583","contig0007059",1
"6584","contig0007060",2
"6585","contig0007061",4
"6586","contig0007063",6
"6587","contig0007065",4
"6588","contig0007066",1
"6589","contig0007067",2
"6590","contig0007068",2
"6591","contig0007069",1
"6592","contig0007070",1
"6593","contig0007071",2
"6594","contig0007072",1
"6595","contig0007073",2
"6596","contig0007075",2
"6597","contig0007076",3
"6598","contig0007077",1
"6599","contig0007078",2
"6600","contig0007079",2
"6601","contig0007081",2
"6602","contig0007082",1
"6603","contig0007083",2
"6604","contig0007084",4
"6605","contig0007085",1
"6606","contig0007086",3
"6607","contig0007087",2
"6608","contig0007088",5
"6609","contig0007091",1
