Direction,Peach,Cm,contig,V2,start,stop,V13
1,Pp01,contig0002733,contig0005982,Pp01,20860586,20866022,minus
1,Pp01,contig0002733,contig0001506,Pp03,13905860,15798639,plus
1,Pp01,contig0002733,contig0005748,Pp06,27802439,27802797,plus
-1,Pp04,contig0002735,contig0001307,Pp03,8905598,8905898,plus
1,Pp03,contig0002737,contig0008245,Pp07,16411224,16411633,plus
-1,Pp05,contig0002747,contig0011890,Pp06,11471937,11472374,plus
-1,Pp05,contig0002747,contig0007317,Pp07,17642555,17682316,minus
-1,Pp05,contig0002747,contig0000075,Pp02,2080867,16075106,plus
-1,Pp03,contig0002748,contig0001517,Pp08,3885634,3887865,minus
-1,Pp03,contig0002748,contig0005225,Pp04,3364975,3414181,minus
-1,Pp06,contig0002752,contig0001027,Pp07,21142082,21141709,minus
1,Pp04,contig0002754,contig0000981,Pp04,19051549,19086956,plus
-1,Pp01,contig0002755,contig0000808,Pp02,17062357,17184100,minus
1,Pp06,contig0002761,contig0003599,Pp08,19597792,19600547,plus
1,Pp06,contig0002761,contig0008066,Pp02,27936862,27944052,plus
1,Pp05,contig0002764,contig0007998,Pp06,28236081,28237760,plus
-1,Pp02,contig0002770,contig0003508,Pp07,20555437,20554559,minus
-1,Pp04,contig0002771,contig0003479,Pp05,14686139,14692456,plus
1,Pp04,contig0002774,contig0012482,Pp06,10088333,10089291,plus
1,Pp04,contig0002774,contig0003206,Pp07,9586374,9755003,plus
-1,Pp01,contig0002778,contig0002152,Pp02,28567678,28569518,plus
-1,Pp02,contig0002780,contig0001762,Pp06,7068786,23755210,plus
1,Pp04,contig0002783,contig0005850,Pp02,18231487,18465913,minus
1,Pp08,contig0002788,contig0009838,Pp01,2574651,2574982,plus
1,Pp05,contig0002790,contig0009494,Pp08,13984608,13984040,minus
1,Pp06,contig0002790,contig0005070,Pp01,293341,297568,plus
-1,Pp03,contig0002799,contig0004910,Pp04,2901460,2905127,plus
1,Pp03,contig0002800,contig0000697,Pp02,29869210,29869594,plus
-1,Pp02,contig0002801,contig0004096,Pp03,1963678,1997274,plus
-1,Pp04,contig0002808,contig0008258,Pp08,16426110,16427343,minus
-1,Pp07,contig0002811,contig0007834,Pp06,28274178,28274671,plus
1,Pp06,contig0002812,contig0007838,Pp05,2092366,2095057,plus
1,Pp06,contig0002812,contig0007724,Pp01,1474876,1475218,plus
-1,Pp02,contig0002816,contig0003074,Pp04,1818475,5841912,minus
1,Pp02,contig0002823,contig0007189,Pp03,356998,362011,minus
1,Pp05,contig0002823,contig0002623,Pp01,11180247,39404847,plus
1,Pp05,contig0002823,contig0007084,Pp01,47773745,47778126,minus
1,Pp04,contig0002825,contig0007083,Pp02,26062773,26063140,plus
-1,Pp05,contig0002827,contig0002387,Pp03,25007329,25015777,plus
1,Pp02,contig0002828,contig0009898,Pp02,2821797,19399931,plus
-1,Pp06,contig0002829,contig0001344,Pp05,12862883,12877330,plus
-1,Pp07,contig0002833,contig0001336,Pp04,11117662,11116960,minus
-1,Pp07,contig0002833,contig0005399,Pp03,7070196,7071831,minus
-1,Pp07,contig0002833,contig0001232,Pp06,28994038,28994638,plus
-1,Pp07,contig0002833,contig0005329,Pp07,20610110,20613615,minus
-1,Pp07,contig0002833,contig0005300,Pp05,1991329,1990816,minus
-1,Pp07,contig0002833,contig0000939,Pp04,2307647,2308097,plus
-1,Pp07,contig0002833,contig0003462,Pp06,4545500,25543192,plus
-1,Pp07,contig0002833,contig0000304,Pp06,3333670,3336354,plus
-1,Pp07,contig0002833,contig0007267,Pp03,7871826,18875307,minus
1,Pp01,contig0002835,contig0007177,Pp06,19784435,19784929,plus
1,Pp01,contig0002835,contig0002645,Pp06,23103367,23103953,plus
1,Pp02,contig0002836,contig0006413,Pp05,15489992,15497119,plus
1,Pp07,contig0002837,contig0006157,Pp03,20823760,20824299,plus
-1,Pp06,contig0002840,contig0001736,Pp06,30536931,30537858,plus
-1,Pp01,contig0002844,contig0005432,Pp06,7205853,7229983,minus
1,Pp04,contig0002847,contig0001224,Pp01,29102860,29141381,minus
1,Pp02,contig0002847,contig0001155,Pp06,30290536,30291440,minus
-1,Pp03,contig0002847,contig0005106,Pp02,5881856,5957316,plus
1,Pp02,contig0002849,contig0004651,Pp05,3721714,10850758,plus
1,Pp06,contig0002852,contig0003881,Pp03,25819155,26266595,plus
-1,Pp01,contig0002854,contig0000430,Pp04,1490225,19086896,plus
1,Pp07,contig0002856,contig0003442,Pp04,7413853,7414958,plus
-1,Pp08,contig0002857,contig0003287,Pp02,17657071,17657358,plus
-1,Pp01,contig0002859,contig0003205,Pp05,5935867,5940387,plus
1,Pp07,contig0002861,contig0003072,Pp01,28440655,41897810,minus
1,Pp07,contig0002861,contig0002757,Pp01,41669689,41670091,plus
1,Pp01,contig0002866,contig0011025,Pp07,17629335,17630175,minus
-1,Pp06,contig0002868,contig0002392,Pp06,28401315,28401799,plus
-1,Pp06,contig0002868,contig0001863,Pp04,13832648,13884523,plus
-1,Pp06,contig0002868,contig0001804,Pp03,7872321,7872953,plus
-1,Pp06,contig0002868,contig0006152,Pp01,1949820,1951238,plus
-1,Pp03,contig0002869,contig0004870,Pp03,10804086,10803688,minus
-1,Pp03,contig0002869,contig0004584,Pp04,17242974,17242729,minus
-1,Pp03,contig0002869,contig0004565,Pp01,2574638,47126875,minus
1,Pp01,contig0002871,contig0004369,Pp04,711337,717420,plus
-1,Pp07,contig0002874,contig0004332,Pp08,20003051,20003966,plus
-1,Pp04,contig0002881,contig0004141,Pp07,20160059,20159522,minus
-1,Pp03,contig0002882,contig0004026,Pp08,14301567,14301016,minus
-1,Pp03,contig0002882,contig0003736,Pp07,12009479,12009903,plus
-1,Pp03,contig0002882,contig0012540,Pp02,28266355,28269313,minus
-1,Pp03,contig0002882,contig0008021,Pp04,1142419,1143032,minus
1,Pp08,contig0002884,contig0003430,Pp07,14477787,20191591,plus
1,Pp08,contig0002884,contig0002692,Pp08,20821352,20827717,minus
1,Pp03,contig0002887,contig0002093,Pp02,680878,754955,minus
1,Pp03,contig0002895,contig0006462,Pp04,22995163,22997804,plus
-1,Pp07,contig0002897,contig0006269,Pp03,2309129,2308052,minus
1,Pp07,contig0002899,contig0001604,Pp01,41027717,41030567,plus
1,Pp07,contig0002899,contig0001488,Pp05,14933296,14935857,plus
1,Pp07,contig0002899,contig0005755,Pp06,22590291,22596278,minus
1,Pp07,contig0002899,contig0005645,Pp08,18911159,18911352,plus
1,Pp07,contig0002899,contig0005519,Pp02,26063140,26062789,minus
1,Pp02,contig0002899,contig0001281,Pp08,19694695,19866913,plus
-1,Pp01,contig0002900,contig0005402,Pp01,38049694,46882869,plus
1,Pp04,contig0002903,contig0005419,Pp07,18761551,18762733,plus
1,Pp01,contig0002903,contig0001196,Pp03,19568966,19675057,minus
1,Pp02,contig0002904,contig0005252,Pp01,4943696,4943440,minus
-1,Pp07,contig0002905,contig0009410,Pp03,1744042,1744276,plus
1,Pp08,contig0002906,contig0004915,Pp01,1046645,1046993,plus
1,Pp07,contig0002911,contig0004639,Pp02,1366477,1366209,minus
1,Pp07,contig0002911,contig0004079,Pp06,4382596,27706948,plus
-1,Pp04,contig0002916,contig0003811,Pp03,17695029,17697396,plus
-1,Pp03,contig0002919,contig0007929,Pp07,10783810,10783526,minus
1,Pp07,contig0002926,contig0000352,Pp03,23336064,23337316,plus
1,Pp03,contig0002929,contig0003017,Pp07,2509027,2508585,minus
1,Pp03,contig0002929,contig0007470,Pp04,25238592,25237174,minus
-1,Pp04,contig0002931,contig0002934,Pp06,24023839,24025893,plus
-1,Pp01,contig0002931,contig0002802,Pp03,3993858,4000481,plus
1,Pp04,contig0002938,contig0011444,Pp08,17844857,17845873,minus
1,Pp04,contig0002938,contig0007110,Pp01,35817279,35822759,minus
-1,Pp04,contig0002939,contig0011209,Pp08,1526069,1526390,plus
-1,Pp01,contig0002940,contig0002442,Pp04,6285071,6284708,minus
-1,Pp01,contig0002940,contig0006821,Pp02,3491354,3491063,minus
-1,Pp08,contig0002941,contig0002376,Pp07,21585381,21595162,plus
1,Pp01,contig0002942,contig0002269,Pp01,41585367,41585790,plus
1,Pp01,contig0002942,contig0006708,Pp04,7009639,7009185,minus
1,Pp01,contig0002942,contig0005997,Pp01,912624,913173,plus
-1,Pp06,contig0002943,contig0005102,Pp03,8483821,8485370,minus
-1,Pp04,contig0002949,contig0001054,Pp02,28253324,28253453,minus
1,Pp01,contig0002953,contig0005002,Pp07,19769142,19776376,minus
1,Pp04,contig0002958,contig0000904,Pp01,21152248,21157942,plus
1,Pp04,contig0002958,contig0000905,Pp05,9089918,9090526,minus
1,Pp04,contig0002958,contig0004659,Pp01,47515009,47517716,plus
1,Pp03,contig0002960,contig0004546,Pp06,4145070,4145986,plus
1,Pp03,contig0002960,contig0004281,Pp02,21164666,27436149,minus
1,Pp03,contig0002960,contig0004211,Pp05,3721690,10849641,plus
-1,Pp08,contig0002965,contig0003341,Pp06,28401315,28401799,plus
-1,Pp03,contig0002966,contig0007795,Pp06,19148811,19149137,plus
1,Pp01,contig0002970,contig0002840,Pp06,19037252,19048984,minus
1,Pp01,contig0002970,contig0002419,Pp05,13997591,15157463,plus
1,Pp04,contig0002971,contig0006922,Pp02,2768622,2768158,minus
1,Pp04,contig0002971,contig0002169,Pp02,28265465,28270257,plus
1,Pp07,contig0002972,contig0006548,Pp02,25841581,25841405,minus
-1,Pp05,contig0002974,contig0002073,Pp01,45325571,45324896,minus
-1,Pp04,contig0002985,contig0006500,Pp03,21789940,21789686,minus
-1,Pp04,contig0002985,contig0001996,Pp04,4058552,4067142,minus
1,Pp04,contig0002990,contig0001914,Pp01,4395511,43579031,plus
-1,Pp03,contig0002995,contig0001801,Pp03,5183133,19842088,plus
-1,Pp03,contig0002997,contig0009871,Pp04,3837917,3838163,plus
-1,Pp03,contig0002997,contig0005632,Pp08,5828144,5827812,minus
-1,Pp03,contig0002997,contig0005371,Pp04,7657404,7656979,minus
-1,Pp03,contig0002997,contig0005114,Pp04,10978845,10979317,minus
1,Pp02,contig0002998,contig0000950,Pp02,11451924,11452720,minus
-1,Pp01,contig0003000,contig0004817,Pp05,13711657,13714612,plus
1,Pp06,contig0003005,contig0000620,Pp01,28872152,28871858,minus
-1,Pp07,contig0003007,contig0008116,Pp04,7009052,7008731,minus
1,Pp07,contig0003015,contig0003255,Pp01,2213069,2233210,plus
1,Pp01,contig0003018,contig0007022,Pp04,22046737,22047340,plus
1,Pp01,contig0003018,contig0002454,Pp06,28994038,29392677,minus
-1,Pp04,contig0003020,contig0006889,Pp08,13715013,13717808,plus
-1,Pp02,contig0003023,contig0001954,Pp02,28139614,28150000,minus
1,Pp07,contig0003024,contig0006324,Pp04,13137084,25237286,plus
1,Pp07,contig0003024,contig0005811,Pp04,8377932,8395888,plus
1,Pp06,contig0003025,contig0001173,Pp03,21789686,21804684,plus
1,Pp06,contig0003025,contig0005164,Pp07,19201171,19201522,plus
1,Pp06,contig0003025,contig0005040,Pp08,14292117,14301016,minus
1,Pp06,contig0003025,contig0008680,Pp06,28641727,28641484,minus
1,Pp03,contig0003026,contig0004116,Pp02,19717816,19720895,plus
-1,Pp07,contig0003028,contig0007649,Pp04,7447263,7486785,plus
-1,Pp01,contig0003032,contig0002962,Pp07,2920952,2921786,plus
-1,Pp02,contig0003034,contig0007190,Pp06,24118043,24119438,plus
1,Pp02,contig0003037,contig0000142,Pp06,8663359,8663895,plus
1,Pp02,contig0003037,contig0002355,Pp06,3794814,5844853,minus
-1,Pp06,contig0003038,contig0006606,Pp08,1526047,1526349,plus
-1,Pp04,contig0003040,contig0006340,Pp05,15051390,15067636,minus
1,Pp03,contig0003043,contig0004905,Pp03,21355816,21359268,plus
-1,Pp03,contig0003044,contig0004869,Pp08,17214540,17225694,minus
1,Pp01,contig0003045,contig0000900,Pp08,17095236,17095604,plus
-1,Pp05,contig0003049,contig0004526,Pp06,26745960,26746039,minus
-1,Pp05,contig0003049,contig0003903,Pp04,3368665,3414435,minus
1,Pp07,contig0003054,contig0003771,Pp07,7663266,7708844,minus
-1,Pp06,contig0003061,contig0007923,Pp07,17498730,17501482,minus
-1,Pp06,contig0003061,contig0003113,Pp01,30802893,47126999,plus
1,Pp01,contig0003063,contig0003037,Pp02,23284174,23315279,plus
-1,Pp08,contig0003063,contig0006741,Pp06,981847,981486,minus
1,Pp02,contig0003067,contig0006698,Pp08,14218655,14250253,minus
-1,Pp05,contig0003069,contig0010816,Pp02,14671842,16089877,plus
1,Pp02,contig0003070,contig0010306,Pp04,5883587,6121795,minus
1,Pp02,contig0003070,contig0001586,Pp04,10089593,10092560,minus
1,Pp02,contig0003070,contig0001438,Pp07,18664437,18664161,minus
1,Pp01,contig0003072,contig0001354,Pp01,45167619,45167856,plus
1,Pp04,contig0003074,contig0005428,Pp01,28690544,28694139,minus
-1,Pp06,contig0003075,contig0001191,Pp02,14874631,20738858,minus
1,Pp02,contig0003082,contig0005053,Pp06,13437578,13438599,minus
-1,Pp04,contig0003083,contig0004767,Pp01,10765506,10765222,minus
1,Pp04,contig0003084,contig0004689,Pp02,29394021,29400290,plus
-1,Pp05,contig0003086,contig0004581,Pp03,22119391,22119603,plus
1,Pp03,contig0003087,contig0008939,Pp02,20429967,20433735,minus
1,Pp03,contig0003087,contig0008674,Pp04,22047334,22046738,minus
-1,Pp01,contig0003089,contig0004070,Pp02,2830199,19396334,minus
1,Pp04,contig0003092,contig0004071,Pp03,4897936,5061573,minus
-1,Pp03,contig0003094,contig0000486,Pp08,20090486,20118108,minus
1,Pp03,contig0003094,contig0000406,Pp01,11256428,44435696,minus
1,Pp02,contig0003096,contig0003539,Pp04,3345836,3414767,minus
1,Pp02,contig0003096,contig0007931,Pp03,1722240,3686569,plus
1,Pp01,contig0003097,contig0003362,Pp03,8572520,11800605,plus
1,Pp03,contig0003099,contig0002795,Pp05,980252,981773,plus
1,Pp03,contig0003100,contig0002229,Pp02,4599793,4698827,minus
1,Pp03,contig0003100,contig0002192,Pp04,10496455,10497480,plus
1,Pp05,contig0003103,contig0002094,Pp03,23992089,23998086,minus
-1,Pp07,contig0003110,contig0001779,Pp01,42784161,42784549,plus
-1,Pp04,contig0003110,contig0001709,Pp01,45905589,46202421,minus
1,Pp08,contig0003114,contig0009258,Pp02,17787497,17787155,minus
1,Pp06,contig0003117,contig0004735,Pp04,227708,18715651,minus
1,Pp01,contig0003119,contig0008564,Pp04,3837071,3836849,minus
-1,Pp01,contig0003122,contig0000583,Pp06,12607584,12607826,plus
1,Pp05,contig0003124,contig0007807,Pp07,14925620,21249174,plus
-1,Pp06,contig0003128,contig0011990,Pp06,21327377,21327159,minus
-1,Pp06,contig0003128,contig0003124,Pp05,4214548,9409612,plus
-1,Pp08,contig0003129,contig0007372,Pp06,28994038,28994655,plus
1,Pp07,contig0003131,contig0002213,Pp06,21133790,21165895,minus
1,Pp03,contig0003133,contig0006586,Pp08,8900340,8900935,minus
-1,Pp04,contig0003137,contig0002023,Pp01,33414089,33437992,plus
-1,Pp04,contig0003137,contig0001797,Pp01,30231387,30231729,plus
1,Pp04,contig0003142,contig0006153,Pp02,30069558,30069328,minus
-1,Pp01,contig0003143,contig0001734,Pp01,2978200,2978421,plus
-1,Pp08,contig0003147,contig0005506,Pp06,2961958,2963733,minus
-1,Pp08,contig0003150,contig0005470,Pp03,20292368,20293066,plus
-1,Pp08,contig0003153,contig0009584,Pp08,17966784,17967624,plus
1,Pp03,contig0003159,contig0004661,Pp04,7447820,11958633,minus
1,Pp03,contig0003159,contig0004428,Pp01,912623,913173,plus
1,Pp01,contig0003162,contig0004344,Pp04,6393482,6393908,plus
1,Pp01,contig0003164,contig0008600,Pp01,29926379,29926691,plus
1,Pp06,contig0003165,contig0000640,Pp07,5478451,18627479,minus
-1,Pp03,contig0003166,contig0003941,Pp01,16825021,21949691,minus
-1,Pp03,contig0003166,contig0003720,Pp04,7447263,11958806,plus
1,Pp04,contig0003170,contig0003309,Pp08,1526047,1526349,plus
1,Pp08,contig0003170,contig0003258,Pp01,8712170,38096789,plus
-1,Pp03,contig0003174,contig0011859,Pp04,5728291,5728894,plus
1,Pp06,contig0003177,contig0007454,Pp08,535032,535327,plus
1,Pp02,contig0003179,contig0002941,Pp07,5477997,5477777,minus
1,Pp06,contig0003181,contig0002655,Pp04,4701625,8273620,plus
1,Pp06,contig0003181,contig0010901,Pp08,11041905,11041492,minus
-1,Pp03,contig0003182,contig0002088,Pp02,1936334,20243355,minus
-1,Pp03,contig0003182,contig0001482,Pp01,26054785,46741982,minus
-1,Pp06,contig0003183,contig0001321,Pp02,28266210,28269313,minus
1,Pp04,contig0003183,contig0004765,Pp05,15476347,15479460,minus
-1,Pp06,contig0003192,contig0009054,Pp06,28211038,28210526,minus
1,Pp05,contig0003193,contig0004722,Pp01,2202775,2203181,plus
1,Pp06,contig0003196,contig0000788,Pp04,214740,11479809,plus
-1,Pp01,contig0003200,contig0004469,Pp03,1926204,1985406,minus
-1,Pp01,contig0003200,contig0004260,Pp01,45560930,45560658,minus
-1,Pp01,contig0003200,contig0003797,Pp08,535032,535363,plus
-1,Pp01,contig0003200,contig0007729,Pp05,18297888,18298198,plus
1,Pp07,contig0003201,contig0003122,Pp01,34410592,34410350,minus
1,Pp02,contig0003202,contig0002755,Pp01,28100895,28100359,minus
1,Pp02,contig0003203,contig0002662,Pp03,3579659,3581664,plus
1,Pp05,contig0003205,contig0006946,Pp01,18144636,19170351,minus
1,Pp07,contig0003206,contig0002307,Pp05,11871814,11872173,plus
1,Pp07,contig0003206,contig0002102,Pp06,17095948,25409592,minus
1,Pp07,contig0003206,contig0005790,Pp01,40298953,40300886,plus
1,Pp07,contig0003206,contig0001413,Pp03,22748886,22751925,minus
1,Pp02,contig0003208,contig0005476,Pp04,5967002,5968386,plus
-1,Pp02,contig0003216,contig0001266,Pp04,2051563,20219315,plus
-1,Pp07,contig0003223,contig0009545,Pp06,873748,873535,minus
1,Pp08,contig0003228,contig0005132,Pp08,19850734,19866920,plus
1,Pp08,contig0003231,contig0004140,Pp05,11078295,11080696,plus
-1,Pp05,contig0003232,contig0008475,Pp06,873748,873535,minus
-1,Pp05,contig0003232,contig0000545,Pp08,4126140,15894598,minus
1,Pp05,contig0003233,contig0008266,Pp06,873535,873748,plus
1,Pp07,contig0003234,contig0008135,Pp03,22407005,22407332,plus
1,Pp03,contig0003234,contig0008143,Pp03,4425149,4451341,minus
1,Pp01,contig0003235,contig0003604,Pp01,10638605,10652734,plus
1,Pp01,contig0003235,contig0008029,Pp04,21872931,21872313,minus
1,Pp06,contig0003237,contig0003109,Pp05,1323225,5759358,minus
1,Pp01,contig0003238,contig0007560,Pp01,16415728,23348473,minus
1,Pp01,contig0003238,contig0007335,Pp01,35831040,35831265,plus
1,Pp01,contig0003238,contig0007331,Pp06,873748,873535,minus
1,Pp01,contig0003255,contig0002673,Pp08,21306451,21307121,minus
-1,Pp07,contig0003256,contig0002518,Pp07,14729244,14733393,plus
-1,Pp07,contig0003256,contig0000128,Pp06,6479709,21327377,plus
1,Pp01,contig0003258,contig0006717,Pp03,9802564,9803135,plus
1,Pp05,contig0003261,contig0001875,Pp08,21858881,21859847,plus
1,Pp05,contig0003261,contig0001515,Pp01,7634129,43925992,plus
1,Pp04,contig0003263,contig0001324,Pp04,18467595,22509131,plus
-1,Pp02,contig0003266,contig0000912,Pp01,18144826,40773740,minus
-1,Pp02,contig0003267,contig0004716,Pp04,10262196,16041967,plus
1,Pp06,contig0003271,contig0003407,Pp03,23962998,23973070,minus
1,Pp06,contig0003274,contig0003339,Pp01,28325620,28328766,minus
1,Pp06,contig0003274,contig0003198,Pp02,29859780,29862394,minus
-1,Pp01,contig0003279,contig0003054,Pp07,18479448,18480829,plus
-1,Pp07,contig0003280,contig0002650,Pp05,11054110,11069772,minus
1,Pp03,contig0003281,contig0002583,Pp03,2544393,2570723,plus
1,Pp08,contig0003285,contig0010784,Pp03,24997953,24998785,plus
1,Pp03,contig0003291,contig0002176,Pp04,22046738,22051206,plus
1,Pp03,contig0003291,contig0001790,Pp07,7760123,7816365,minus
-1,Pp03,contig0003295,contig0001717,Pp07,19962245,19970966,minus
-1,Pp07,contig0003301,contig0005981,Pp08,14218655,14249460,minus
-1,Pp07,contig0003301,contig0001380,Pp03,15800128,15800648,plus
-1,Pp07,contig0003301,contig0004463,Pp01,4976766,4999001,minus
-1,Pp07,contig0003301,contig0008784,Pp03,24160452,24159203,minus
-1,Pp07,contig0003301,contig0000750,Pp05,10490704,10493883,minus
-1,Pp05,contig0003302,contig0008557,Pp06,28637235,28643534,plus
-1,Pp05,contig0003302,contig0000613,Pp04,1738519,25267864,plus
1,Pp07,contig0003303,contig0000576,Pp03,7489133,7493269,minus
1,Pp07,contig0003303,contig0003840,Pp01,35399906,35399661,minus
1,Pp01,contig0003306,contig0008214,Pp01,35744117,38571180,minus
1,Pp01,contig0003306,contig0008085,Pp01,30836768,30836988,plus
1,Pp01,contig0003306,contig0008052,Pp04,5352528,5434909,plus
1,Pp01,contig0003317,contig0003515,Pp01,904682,2570547,minus
-1,Pp01,contig0003320,contig0003438,Pp07,22305212,22305011,minus
1,Pp06,contig0003320,contig0003141,Pp05,10502334,10512808,plus
-1,Pp06,contig0003321,contig0007495,Pp06,6527051,25194367,minus
1,Pp08,contig0003322,contig0002974,Pp05,11756329,11757118,minus
1,Pp05,contig0003326,contig0007170,Pp04,5352766,5434671,minus
1,Pp07,contig0003328,contig0002382,Pp06,14382959,16197925,minus
1,Pp07,contig0003328,contig0006856,Pp06,10760644,10782526,minus
-1,Pp08,contig0003329,contig0002211,Pp01,36509950,36509645,minus
-1,Pp01,contig0003335,contig0006632,Pp07,17482326,17489000,minus
-1,Pp01,contig0003335,contig0006476,Pp01,14707975,39426108,minus
-1,Pp01,contig0003338,contig0006225,Pp06,27706948,27706650,minus
-1,Pp01,contig0003339,contig0001820,Pp02,23259993,23269083,plus
-1,Pp04,contig0003344,contig0001810,Pp06,25079991,29602420,plus
1,Pp06,contig0003345,contig0005784,Pp01,27898026,27898222,plus
-1,Pp07,contig0003349,contig0005693,Pp08,17879021,17878852,minus
1,Pp04,contig0003350,contig0001398,Pp01,29855955,29857171,minus
1,Pp04,contig0003350,contig0009668,Pp01,35831265,35831040,minus
1,Pp04,contig0003352,contig0009457,Pp06,19885983,19901335,minus
1,Pp01,contig0003353,contig0001100,Pp05,9560335,9566560,plus
1,Pp01,contig0003353,contig0001065,Pp02,19259735,19292102,minus
1,Pp01,contig0003353,contig0004448,Pp04,5728284,5728890,plus
1,Pp07,contig0003354,contig0003641,Pp02,27289252,28265820,minus
-1,Pp04,contig0003356,contig0003572,Pp03,20013120,20029393,plus
-1,Pp04,contig0003356,contig0003262,Pp08,5897547,20358967,plus
-1,Pp04,contig0003356,contig0003215,Pp01,38049857,38049694,minus
1,Pp02,contig0003358,contig0003100,Pp03,8908670,12730586,plus
1,Pp08,contig0003361,contig0007336,Pp03,20292246,20293066,plus
1,Pp08,contig0003361,contig0007169,Pp01,12303265,12303532,plus
1,Pp08,contig0003361,contig0002572,Pp02,25844918,25845537,minus
1,Pp08,contig0003361,contig0002397,Pp04,12721956,12760605,minus
1,Pp08,contig0003361,contig0002239,Pp01,42784161,42784549,plus
1,Pp08,contig0003361,contig0006641,Pp01,44435696,44436083,plus
-1,Pp06,contig0003361,contig0002139,Pp06,8546410,11219662,minus
-1,Pp05,contig0003361,contig0002148,Pp06,550080,15614255,plus
-1,Pp07,contig0003363,contig0006355,Pp03,17603752,17603230,minus
-1,Pp07,contig0003363,contig0001549,Pp04,5352021,10370246,minus
-1,Pp03,contig0003364,contig0005685,Pp03,227063,245908,minus
1,Pp02,contig0003368,contig0005381,Pp06,19621510,19626004,plus
-1,Pp02,contig0003370,contig0001158,Pp08,4738379,22442158,plus
-1,Pp02,contig0003370,contig0004874,Pp03,15611662,16214695,plus
-1,Pp02,contig0003370,contig0008758,Pp07,12576548,12576309,minus
-1,Pp02,contig0003370,contig0000577,Pp03,3044334,3061045,minus
-1,Pp04,contig0003379,contig0003998,Pp08,1581491,1581713,plus
-1,Pp05,contig0003383,contig0003945,Pp04,13598505,13598261,minus
-1,Pp05,contig0003383,contig0003935,Pp02,17343922,17365755,minus
-1,Pp05,contig0003383,contig0003936,Pp06,19625755,19626037,plus
-1,Pp05,contig0003383,contig0003485,Pp04,3646317,3652401,plus
1,Pp08,contig0003384,contig0007796,Pp04,7009639,7009185,minus
-1,Pp04,contig0003389,contig0000267,Pp03,8572520,14662349,plus
-1,Pp04,contig0003389,contig0003067,Pp07,3001225,3001561,plus
-1,Pp02,contig0003392,contig0002462,Pp02,29181070,29197016,minus
-1,Pp02,contig0003392,contig0006890,Pp01,7937246,7945857,plus
-1,Pp04,contig0003404,contig0002346,Pp04,2728211,10112185,plus
-1,Pp01,contig0003405,contig0002254,Pp08,5898240,5898939,plus
-1,Pp04,contig0003407,contig0002168,Pp04,23326648,23598030,plus
-1,Pp03,contig0003407,contig0006480,Pp07,8348237,8348536,plus
1,Pp01,contig0003408,contig0001952,Pp08,14218177,14250563,plus
1,Pp01,contig0003411,contig0001591,Pp07,16614730,16614522,minus
-1,Pp02,contig0003413,contig0005644,Pp05,13208624,13213870,plus
-1,Pp05,contig0003417,contig0005617,Pp08,13378688,13379645,minus
-1,Pp08,contig0003418,contig0001329,Pp01,22093765,37151311,plus
1,Pp01,contig0003419,contig0009485,Pp08,11097844,11098161,plus
1,Pp01,contig0003419,contig0005151,Pp01,35741762,38324936,plus
1,Pp01,contig0003421,contig0004953,Pp05,14366181,14369175,plus
-1,Pp06,contig0003427,contig0008896,Pp04,1442137,1441905,minus
1,Pp08,contig0003434,contig0008289,Pp04,7428403,7430586,minus
1,Pp07,contig0003434,contig0003804,Pp02,27672558,27672301,minus
1,Pp01,contig0003440,contig0008229,Pp08,17118485,17118708,plus
-1,Pp08,contig0003440,contig0003315,Pp06,25605252,25605584,plus
1,Pp04,contig0003442,contig0003322,Pp08,20857194,20866402,plus
-1,Pp01,contig0003443,contig0000305,Pp07,9903754,17788854,plus
1,Pp06,contig0003444,contig0007037,Pp04,2855827,2857134,minus
-1,Pp03,contig0003447,contig0002092,Pp01,6610047,45011176,plus
1,Pp06,contig0003451,contig0002074,Pp01,44981648,44983644,plus
-1,Pp06,contig0003453,contig0006229,Pp03,25370984,25380330,minus
-1,Pp06,contig0003453,contig0001791,Pp03,4158438,4163411,plus
-1,Pp06,contig0003453,contig0005867,Pp06,6527051,25194367,minus
1,Pp04,contig0003454,contig0005489,Pp04,632460,634028,minus
1,Pp04,contig0003460,contig0001304,Pp01,15050280,22093278,minus
1,Pp06,contig0003462,contig0000023,Pp03,7261242,7312432,minus
1,Pp05,contig0003466,contig0001166,Pp07,21141700,21142082,plus
-1,Pp08,contig0003471,contig0008931,Pp06,368131,370811,minus
1,Pp02,contig0003473,contig0008566,Pp06,28636148,28636657,plus
1,Pp07,contig0003474,contig0000637,Pp07,7655007,22164110,minus
1,Pp07,contig0003474,contig0000469,Pp03,15052800,25489690,minus
1,Pp04,contig0003476,contig0008217,Pp03,1926204,1985406,minus
1,Pp04,contig0003476,contig0003662,Pp01,46244461,46244138,minus
1,Pp04,contig0003478,contig0003642,Pp01,33621812,33634313,minus
1,Pp05,contig0003479,contig0006914,Pp02,17758090,17757880,minus
-1,Pp01,contig0003480,contig0000121,Pp06,30208270,30366014,plus
1,Pp08,contig0003480,contig0001854,Pp08,17879021,17878852,minus
1,Pp08,contig0003480,contig0001745,Pp04,23258514,23258722,plus
1,Pp04,contig0003485,contig0005595,Pp08,1526047,1526349,plus
1,Pp04,contig0003485,contig0001038,Pp08,17878852,17879021,plus
1,Pp03,contig0003489,contig0000990,Pp05,18138935,18142440,minus
